Farmer_ID,Village_ID,District,State,Group,FPO_Member,WDC_Intervention_Area,Age_of_Farmer,Land_Size_Hectares,Farm_Size_Acres,Primary_Crop,Has_Tractor,Access_to_Credit,Distance_to_Market_KM,Off_Farm_Income,Soil_Health_Score,Rainfall_Annual_mm,Avg_Temp_Celsius,Time_Period,Irrigation_Source_Before,Irrigation_Source_After,Training_Received,Crop_Diversification,Fertilizer_Used_Kg_per_Hectare,Pesticide_Used_Liters_per_Hectare,Yield_Kg_Per_Hectare,Cost_of_Cultivation,Income_Annual,Latitude,Longitude
FARM0054,PUN02,Pune,Maharashtra,Treatment,YES,YES,25,6.49,16.04,Sugarcane,YES,YES,12.1,71800,4.1,748,24.9,After,Canal,Canal,YES,NO,127.37,5.89,30368.76,59731.05,419871.91,18.5213738,73.8545071
FARM0054,PUN02,Pune,Maharashtra,Treatment,YES,YES,25,6.49,16.04,Sugarcane,YES,YES,12.1,71800,4.1,748,24.9,Before,Canal,Canal,NO,NO,126.17,6.08,26939.41,63917.34,366913.79,18.5213738,73.8545071
FARM0055,DHA05,Dharwad,Karnataka,Treatment,YES,YES,43,1.68,4.15,Maize,YES,NO,20.1,21600,6.1,877,24.6,After,Rainfed,Rainfed,YES,YES,97.66,4.45,7800.19,15022.96,126483.87,15.3707296,75.1332867
FARM0055,DHA05,Dharwad,Karnataka,Treatment,YES,YES,43,1.68,4.15,Maize,YES,NO,20.1,21600,6.1,877,24.6,Before,Rainfed,Rainfed,NO,NO,97.95,4.47,6588.51,16579.42,91116.73,15.3707296,75.1332867
FARM0056,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,60,1.06,2.62,Cotton,NO,NO,9.3,39200,4.2,781,24.7,After,Rainfed,Canal,YES,NO,127.56,7.23,5001.22,12366.31,68483.09,28.7166767,77.890433
FARM0056,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,60,1.06,2.62,Cotton,NO,NO,9.3,39200,4.2,781,24.7,Before,Rainfed,Rainfed,NO,NO,121.62,7.39,3894.51,13115.67,55301.47,28.7166767,77.890433
FARM0057,NAG03,Nagpur,Maharashtra,Treatment,YES,YES,63,2.91,7.19,Soybean,NO,YES,12.7,34600,7.6,1236,26.6,After,Canal,Canal,YES,NO,88.8,3.96,15008.21,32653.44,214197.28,21.1498134,79.0820556
FARM0057,NAG03,Nagpur,Maharashtra,Treatment,YES,YES,63,2.91,7.19,Soybean,NO,YES,12.7,34600,7.6,1236,26.6,Before,Canal,Canal,NO,NO,90.11,4.15,12981.98,35750.32,193127.86,21.1498134,79.0820556
FARM0058,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,52,3.19,7.88,Gram,YES,YES,7.5,0,5.7,833,24.7,After,Canal,Canal,YES,YES,101.87,4.11,15462.65,30910.8,251719.47,28.7166767,77.890433
FARM0058,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,52,3.19,7.88,Gram,YES,YES,7.5,0,5.7,833,24.7,Before,Canal,Canal,NO,NO,105.46,4.51,14002.67,32353.45,199959.66,28.7166767,77.890433
FARM0059,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,39,3.33,8.23,Maize,NO,YES,12.6,34100,8.1,780,24.3,After,Rainfed,Well,YES,NO,100.93,5.15,18310.15,35872.24,259355.81,28.7733808,77.5033582
FARM0059,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,39,3.33,8.23,Maize,NO,YES,12.6,34100,8.1,780,24.3,Before,Rainfed,Rainfed,NO,NO,96.18,5.17,14196.57,38567.6,202122.72,28.7733808,77.5033582
FARM0060,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,31,6.69,16.53,Gram,NO,NO,4.4,60800,4.9,817,24.2,After,Canal,Canal,YES,NO,136.2,4.0,33777.46,70228.17,475042.69,28.7166767,77.890433
FARM0060,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,31,6.69,16.53,Gram,NO,NO,4.4,60800,4.9,817,24.2,Before,Canal,Canal,NO,NO,129.73,4.28,29133.17,76140.3,399075.41,28.7166767,77.890433
FARM0061,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,36,1.85,4.57,Rice,NO,YES,15.4,0,5.1,852,24.7,After,Rainfed,Rainfed,YES,YES,106.44,4.97,8157.19,19476.57,130896.25,28.7166767,77.890433
FARM0061,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,36,1.85,4.57,Rice,NO,YES,15.4,0,5.1,852,24.7,Before,Rainfed,Rainfed,NO,NO,103.62,5.44,7056.62,20599.34,100482.77,28.7166767,77.890433
FARM0062,MYS03,Mysuru,Karnataka,Treatment,YES,YES,55,1.55,3.83,Soybean,NO,NO,8.6,26900,7.9,846,25.2,After,Well,Well,YES,NO,91.01,4.93,8419.19,15443.96,119646.7,12.3041464,76.6529521
FARM0062,MYS03,Mysuru,Karnataka,Treatment,YES,YES,55,1.55,3.83,Soybean,NO,NO,8.6,26900,7.9,846,25.2,Before,Well,Well,NO,NO,95.42,5.16,6954.11,16994.55,103630.73,12.3041464,76.6529521
FARM0063,PUN05,Pune,Maharashtra,Treatment,YES,YES,56,4.38,10.82,Sugarcane,NO,YES,7.4,73500,7.4,764,25.4,After,Well,Well,YES,YES,94.35,6.43,23491.28,45133.66,379535.23,18.5213738,73.8545071
FARM0063,PUN05,Pune,Maharashtra,Treatment,YES,YES,56,4.38,10.82,Sugarcane,NO,YES,7.4,73500,7.4,764,25.4,Before,Well,Well,NO,NO,91.42,6.98,20033.8,49327.93,275998.98,18.5213738,73.8545071
FARM0064,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,49,4.92,12.16,Pulses,YES,NO,12.3,0,3.7,795,24.2,After,Rainfed,Rainfed,YES,NO,108.38,5.56,19915.08,44735.98,274384.54,28.7166767,77.890433
FARM0064,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,49,4.92,12.16,Pulses,YES,NO,12.3,0,3.7,795,24.2,Before,Rainfed,Rainfed,NO,NO,112.42,5.63,18004.9,49649.33,261211.13,28.7166767,77.890433
FARM0065,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,60,6.25,15.44,Sugarcane,NO,YES,18.4,56100,7.7,1187,26.7,After,Well,Well,YES,YES,90.8,5.9,31835.67,69806.62,514924.81,21.1498134,79.0820556
FARM0065,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,60,6.25,15.44,Sugarcane,NO,YES,18.4,56100,7.7,1187,26.7,Before,Well,Well,NO,NO,91.15,6.06,27942.86,71451.03,393640.15,21.1498134,79.0820556
FARM0066,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,49,2.76,6.82,Soybean,NO,NO,11.9,29800,5.4,1245,27.1,After,Well,Well,YES,NO,90.98,4.09,13535.62,29891.63,192373.52,21.1498134,79.0820556
FARM0066,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,49,2.76,6.82,Soybean,NO,NO,11.9,29800,5.4,1245,27.1,Before,Well,Well,NO,NO,91.78,4.2,11245.67,32601.94,167795.31,21.1498134,79.0820556
FARM0067,DHA03,Dharwad,Karnataka,Treatment,YES,YES,46,1.23,3.04,Rice,NO,YES,11.9,57600,7.3,877,24.5,After,Canal,Canal,YES,YES,95.15,5.71,6541.19,13460.6,106108.26,15.3707296,75.1332867
FARM0067,DHA03,Dharwad,Karnataka,Treatment,YES,YES,46,1.23,3.04,Rice,NO,YES,11.9,57600,7.3,877,24.5,Before,Canal,Canal,NO,NO,96.73,5.91,5706.89,14301.41,79902.38,15.3707296,75.1332867
FARM0068,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,26,2.39,5.91,Wheat,NO,YES,13.8,0,7.2,814,24.7,After,Canal,Canal,YES,NO,91.43,4.74,12494.98,25514.47,177394.79,28.7733808,77.5033582
FARM0068,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,26,2.39,5.91,Wheat,NO,YES,13.8,0,7.2,814,24.7,Before,Canal,Canal,NO,NO,91.05,5.15,11181.35,26840.04,151417.36,28.7733808,77.5033582
FARM0069,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,61,5.12,12.65,Cotton,YES,YES,4.9,38100,6.0,791,24.3,After,Rainfed,Canal,YES,NO,97.03,5.98,26921.96,48594.5,378597.05,28.7166767,77.890433
FARM0069,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,61,5.12,12.65,Cotton,YES,YES,4.9,38100,6.0,791,24.3,Before,Rainfed,Rainfed,NO,NO,100.82,6.19,20321.99,51191.91,281117.48,28.7166767,77.890433
FARM0070,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,55,6.72,16.61,Sugarcane,YES,YES,9.2,69800,5.2,844,25.1,After,Canal,Canal,YES,YES,102.73,7.14,31897.88,65680.83,506753.36,28.7166767,77.890433
FARM0070,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,55,6.72,16.61,Sugarcane,YES,YES,9.2,69800,5.2,844,25.1,Before,Canal,Canal,NO,NO,99.37,7.79,29274.16,69182.39,393910.42,28.7166767,77.890433
FARM0071,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,36,1.96,4.84,Cotton,NO,YES,23.4,75700,4.9,783,24.7,After,Rainfed,Rainfed,YES,NO,114.96,5.95,8360.57,22105.26,115074.98,28.7166767,77.890433
FARM0071,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,36,1.96,4.84,Cotton,NO,YES,23.4,75700,4.9,783,24.7,Before,Rainfed,Rainfed,NO,NO,115.38,6.57,7313.49,23012.01,101235.13,28.7166767,77.890433
FARM0072,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,48,2.03,5.02,Maize,YES,YES,8.8,79400,3.9,1214,27.1,After,Canal,Canal,YES,NO,117.8,5.14,9220.71,18732.63,128308.92,21.1498134,79.0820556
FARM0072,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,48,2.03,5.02,Maize,YES,YES,8.8,79400,3.9,1214,27.1,Before,Canal,Canal,NO,NO,122.25,5.53,7779.96,20352.14,106565.83,21.1498134,79.0820556
FARM0073,DHA02,Dharwad,Karnataka,Treatment,YES,YES,27,3.67,9.07,Gram,YES,YES,5.2,45800,6.7,877,24.5,After,Rainfed,Well,YES,NO,108.59,4.0,19841.61,34344.17,282311.53,15.3707296,75.1332867
FARM0073,DHA02,Dharwad,Karnataka,Treatment,YES,YES,27,3.67,9.07,Gram,YES,YES,5.2,45800,6.7,877,24.5,Before,Rainfed,Rainfed,NO,NO,108.02,4.21,14925.23,36847.38,205265.9,15.3707296,75.1332867
FARM0074,DHA04,Dharwad,Karnataka,Treatment,YES,YES,62,3.02,7.46,Gram,YES,YES,12.3,49100,4.2,895,24.3,After,Canal,Canal,YES,NO,111.91,5.38,14484.08,29697.43,202374.99,15.3707296,75.1332867
FARM0074,DHA04,Dharwad,Karnataka,Treatment,YES,YES,62,3.02,7.46,Gram,YES,YES,12.3,49100,4.2,895,24.3,Before,Canal,Canal,NO,NO,114.03,5.69,12721.89,31090.44,177319.92,15.3707296,75.1332867
FARM0075,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,29,2.2,5.44,Pulses,YES,YES,18.7,62500,3.7,829,24.9,After,Rainfed,Well,YES,NO,122.76,4.08,10306.13,21484.93,144708.01,28.7166767,77.890433
FARM0075,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,29,2.2,5.44,Pulses,YES,YES,18.7,62500,3.7,829,24.9,Before,Rainfed,Rainfed,NO,NO,125.12,4.22,8271.76,22625.76,105668.77,28.7166767,77.890433
FARM0076,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,61,1.79,4.42,Pulses,NO,YES,12.1,0,7.1,766,24.5,After,Well,Well,YES,NO,92.69,4.28,9846.92,19625.17,140558.21,28.7733808,77.5033582
FARM0076,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,61,1.79,4.42,Pulses,NO,YES,12.1,0,7.1,766,24.5,Before,Well,Well,NO,NO,93.52,4.32,8432.01,20073.25,124605.5,28.7733808,77.5033582
FARM0077,DHA05,Dharwad,Karnataka,Treatment,YES,YES,52,2.53,6.25,Cotton,NO,YES,10.6,43600,5.7,944,24.0,After,Canal,Canal,YES,YES,99.48,7.27,12875.17,26486.44,205729.83,15.3707296,75.1332867
FARM0077,DHA05,Dharwad,Karnataka,Treatment,YES,YES,52,2.53,6.25,Cotton,NO,YES,10.6,43600,5.7,944,24.0,Before,Canal,Canal,NO,NO,101.28,7.99,11095.11,28317.55,148662.94,15.3707296,75.1332867
FARM0078,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,30,2.49,6.15,Maize,NO,NO,4.8,0,7.0,806,25.0,After,Well,Well,YES,NO,96.32,4.21,13558.54,27698.07,193344.06,28.7166767,77.890433
FARM0078,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,30,2.49,6.15,Maize,NO,NO,4.8,0,7.0,806,25.0,Before,Well,Well,NO,NO,97.53,4.41,11446.28,28458.37,166989.26,28.7166767,77.890433
FARM0079,PUN05,Pune,Maharashtra,Treatment,YES,YES,38,2.11,5.21,Gram,NO,NO,48.1,65700,4.1,700,25.0,After,Rainfed,Rainfed,YES,NO,115.57,5.52,8709.92,23573.91,119951.69,18.5213738,73.8545071
FARM0079,PUN05,Pune,Maharashtra,Treatment,YES,YES,38,2.11,5.21,Gram,NO,NO,48.1,65700,4.1,700,25.0,Before,Rainfed,Rainfed,NO,NO,113.66,5.88,7801.74,24457.0,96727.22,18.5213738,73.8545071
FARM0080,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,35,1.25,3.09,Gram,NO,YES,5.5,76800,3.7,820,24.6,After,Canal,Canal,YES,YES,114.01,5.84,5692.37,12168.07,90719.78,28.7166767,77.890433
FARM0080,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,35,1.25,3.09,Gram,NO,YES,5.5,76800,3.7,820,24.6,Before,Canal,Canal,NO,NO,117.36,5.9,5646.26,12712.55,79655.2,28.7166767,77.890433
FARM0081,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,40,2.02,4.99,Maize,NO,NO,10.4,75100,6.4,772,24.4,After,Well,Well,YES,NO,107.37,4.88,10044.84,23825.59,141403.73,28.7166767,77.890433
FARM0081,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,40,2.02,4.99,Maize,NO,NO,10.4,75100,6.4,772,24.4,Before,Well,Well,NO,NO,108.75,5.38,9236.36,24590.31,134054.39,28.7166767,77.890433
FARM0082,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,25,1.76,4.35,Cotton,NO,YES,18.5,0,4.6,1167,27.1,After,Canal,Canal,YES,NO,117.88,7.17,8206.58,17383.01,112644.0,21.1498134,79.0820556
FARM0082,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,25,1.76,4.35,Cotton,NO,YES,18.5,0,4.6,1167,27.1,Before,Canal,Canal,NO,NO,116.25,7.86,7063.84,18411.81,94405.08,21.1498134,79.0820556
FARM0083,MYS04,Mysuru,Karnataka,Treatment,YES,YES,28,1.51,3.73,Rice,NO,YES,14.4,49500,7.0,850,24.5,After,Well,Well,YES,NO,93.81,5.34,8266.28,15474.27,117128.17,12.3041464,76.6529521
FARM0083,MYS04,Mysuru,Karnataka,Treatment,YES,YES,28,1.51,3.73,Rice,NO,YES,14.4,49500,7.0,850,24.5,Before,Well,Well,NO,NO,97.84,5.5,6937.16,15857.18,101111.18,12.3041464,76.6529521
FARM0084,PUN03,Pune,Maharashtra,Treatment,YES,YES,59,2.04,5.04,Wheat,NO,YES,9.3,0,5.5,736,25.2,After,Rainfed,Rainfed,YES,YES,93.43,3.95,8865.71,20427.57,143911.43,18.5213738,73.8545071
FARM0084,PUN03,Pune,Maharashtra,Treatment,YES,YES,59,2.04,5.04,Wheat,NO,YES,9.3,0,5.5,736,25.2,Before,Rainfed,Rainfed,NO,NO,91.55,4.1,8058.05,22430.67,109852.58,18.5213738,73.8545071
FARM0085,MYS02,Mysuru,Karnataka,Treatment,YES,YES,31,2.58,6.38,Pulses,NO,NO,23.3,51100,8.0,863,25.0,After,Canal,Canal,YES,YES,92.15,4.56,13544.91,29537.9,221420.8,12.3041464,76.6529521
FARM0085,MYS02,Mysuru,Karnataka,Treatment,YES,YES,31,2.58,6.38,Pulses,NO,NO,23.3,51100,8.0,863,25.0,Before,Canal,Canal,NO,NO,94.07,4.59,12434.29,31091.14,172424.93,12.3041464,76.6529521
FARM0086,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,27,1.94,4.79,Sugarcane,NO,NO,22.4,21800,7.3,824,24.8,After,Canal,Canal,YES,YES,100.46,7.33,10186.1,21282.38,163048.55,28.7733808,77.5033582
FARM0086,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,27,1.94,4.79,Sugarcane,NO,NO,22.4,21800,7.3,824,24.8,Before,Canal,Canal,NO,NO,102.93,7.56,8966.64,22287.88,124204.37,28.7733808,77.5033582
FARM0087,MYS04,Mysuru,Karnataka,Treatment,YES,YES,52,1.21,2.99,Rice,YES,NO,8.0,0,5.6,861,25.2,After,Well,Well,YES,NO,95.26,4.33,5962.72,10084.45,84513.02,12.3041464,76.6529521
FARM0087,MYS04,Mysuru,Karnataka,Treatment,YES,YES,52,1.21,2.99,Rice,YES,NO,8.0,0,5.6,861,25.2,Before,Well,Well,NO,NO,93.42,4.71,5351.96,10847.54,70359.45,12.3041464,76.6529521
FARM0088,MEE04,Meerut,Uttar Pradesh,Treatment,YES,YES,31,2.24,5.54,Wheat,NO,YES,16.6,71400,7.5,782,24.3,After,Rainfed,Well,YES,YES,110.59,4.81,11669.53,24413.5,189412.68,29.0018557,77.7679671
FARM0088,MEE04,Meerut,Uttar Pradesh,Treatment,YES,YES,31,2.24,5.54,Wheat,NO,YES,16.6,71400,7.5,782,24.3,Before,Rainfed,Rainfed,NO,NO,105.49,4.84,9700.68,25628.7,134949.0,29.0018557,77.7679671
FARM0089,DHA05,Dharwad,Karnataka,Treatment,YES,YES,61,2.33,5.76,Soybean,NO,NO,15.8,0,4.5,897,24.1,After,Well,Well,YES,NO,119.91,4.8,10948.62,24036.42,153053.51,15.3707296,75.1332867
FARM0089,DHA05,Dharwad,Karnataka,Treatment,YES,YES,61,2.33,5.76,Soybean,NO,NO,15.8,0,4.5,897,24.1,Before,Well,Well,NO,NO,121.27,5.02,9855.35,26229.29,133878.55,15.3707296,75.1332867
FARM0090,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,48,3.34,8.25,Soybean,YES,YES,5.2,0,3.5,810,24.4,After,Canal,Canal,YES,NO,123.63,5.83,15397.57,31631.87,212972.57,28.7166767,77.890433
FARM0090,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,48,3.34,8.25,Soybean,YES,YES,5.2,0,3.5,810,24.4,Before,Canal,Canal,NO,NO,122.28,5.97,13703.62,34143.25,179888.58,28.7166767,77.890433
FARM0091,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,31,2.8,6.92,Rice,NO,YES,17.4,0,8.0,857,24.7,After,Rainfed,Canal,YES,NO,103.22,3.89,14599.57,31065.84,207765.97,28.7166767,77.890433
FARM0091,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,31,2.8,6.92,Rice,NO,YES,17.4,0,8.0,857,24.7,Before,Rainfed,Rainfed,NO,NO,100.72,4.01,11715.18,33072.04,172429.23,28.7166767,77.890433
FARM0092,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,57,2.34,5.78,Cotton,YES,NO,9.0,0,6.5,806,24.8,After,Well,Well,YES,NO,89.34,7.43,12205.87,22594.89,170215.01,28.7166767,77.890433
FARM0092,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,57,2.34,5.78,Cotton,YES,NO,9.0,0,6.5,806,24.8,Before,Well,Well,NO,NO,92.0,7.54,10599.88,24056.19,146066.58,28.7166767,77.890433
FARM0093,DHA05,Dharwad,Karnataka,Treatment,YES,YES,56,2.12,5.24,Cotton,YES,NO,7.9,35400,6.3,905,24.1,After,Rainfed,Canal,YES,YES,107.82,6.98,10800.97,19690.33,172546.89,15.3707296,75.1332867
FARM0093,DHA05,Dharwad,Karnataka,Treatment,YES,YES,56,2.12,5.24,Cotton,YES,NO,7.9,35400,6.3,905,24.1,Before,Rainfed,Rainfed,NO,NO,109.66,7.31,8751.89,20207.58,111230.11,15.3707296,75.1332867
FARM0094,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,38,1.2,2.97,Wheat,NO,YES,15.3,37300,7.9,812,24.1,After,Rainfed,Rainfed,YES,NO,112.08,4.92,5690.38,13472.67,79711.65,28.7166767,77.890433
FARM0094,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,38,1.2,2.97,Wheat,NO,YES,15.3,37300,7.9,812,24.1,Before,Rainfed,Rainfed,NO,NO,108.11,5.11,5292.84,13946.36,69468.77,28.7166767,77.890433
FARM0095,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,53,1.6,3.95,Sugarcane,NO,YES,12.4,70200,5.5,779,24.5,After,Canal,Canal,YES,YES,98.29,5.75,8331.75,17795.11,134813.75,28.7733808,77.5033582
FARM0095,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,53,1.6,3.95,Sugarcane,NO,YES,12.4,70200,5.5,779,24.5,Before,Canal,Canal,NO,NO,93.85,6.07,7350.04,18857.67,100401.32,28.7733808,77.5033582
FARM0096,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,44,2.36,5.83,Soybean,NO,NO,6.9,0,5.5,827,24.7,After,Rainfed,Well,YES,NO,87.89,4.2,12081.39,25508.07,172117.37,29.0018557,77.7679671
FARM0096,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,44,2.36,5.83,Soybean,NO,NO,6.9,0,5.5,827,24.7,Before,Rainfed,Rainfed,NO,NO,90.68,4.6,8795.24,27928.01,126232.05,29.0018557,77.7679671
FARM0097,MYS02,Mysuru,Karnataka,Treatment,YES,YES,32,2.54,6.28,Sugarcane,NO,YES,12.1,0,7.2,884,25.2,After,Rainfed,Rainfed,YES,NO,105.69,6.72,11963.84,27054.65,165549.98,12.3041464,76.6529521
FARM0097,MYS02,Mysuru,Karnataka,Treatment,YES,YES,32,2.54,6.28,Sugarcane,NO,YES,12.1,0,7.2,884,25.2,Before,Rainfed,Rainfed,NO,NO,101.11,7.2,10390.97,28932.96,146555.56,12.3041464,76.6529521
FARM0098,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,54,1.17,2.89,Wheat,NO,NO,10.8,40900,3.7,789,24.3,After,Canal,Canal,YES,NO,119.67,5.37,5458.14,11737.58,75932.84,28.7166767,77.890433
FARM0098,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,54,1.17,2.89,Wheat,NO,NO,10.8,40900,3.7,789,24.3,Before,Canal,Canal,NO,NO,123.95,5.69,4586.79,12646.18,63135.44,28.7166767,77.890433
FARM0099,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,44,0.97,2.4,Pulses,YES,NO,3.8,21100,5.8,785,24.7,After,Rainfed,Rainfed,YES,NO,97.39,4.54,4268.52,8036.64,59936.66,28.7166767,77.890433
FARM0099,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,44,0.97,2.4,Pulses,YES,NO,3.8,21100,5.8,785,24.7,Before,Rainfed,Rainfed,NO,NO,93.74,4.77,4059.81,8269.71,54747.55,28.7166767,77.890433
FARM0100,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,31,2.84,7.02,Gram,YES,YES,7.4,0,4.2,784,25.0,After,Canal,Canal,YES,NO,119.34,5.67,13459.44,28120.0,187062.77,28.7166767,77.890433
FARM0100,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,31,2.84,7.02,Gram,YES,YES,7.4,0,4.2,784,25.0,Before,Canal,Canal,NO,NO,123.28,5.86,11520.22,29337.92,156902.47,28.7166767,77.890433
FARM0101,DHA05,Dharwad,Karnataka,Treatment,YES,YES,51,2.82,6.97,Soybean,YES,YES,6.6,25400,5.4,860,24.4,After,Canal,Canal,YES,YES,102.38,4.19,13804.46,26714.77,224695.56,15.3707296,75.1332867
FARM0101,DHA05,Dharwad,Karnataka,Treatment,YES,YES,51,2.82,6.97,Soybean,YES,YES,6.6,25400,5.4,860,24.4,Before,Canal,Canal,NO,NO,106.8,4.45,12327.79,28524.64,159662.16,15.3707296,75.1332867
FARM0102,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,28,4.2,10.38,Soybean,NO,YES,4.4,46900,7.1,800,25.0,After,Rainfed,Rainfed,YES,YES,93.55,4.55,20476.86,43474.86,333206.98,28.7166767,77.890433
FARM0102,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,28,4.2,10.38,Soybean,NO,YES,4.4,46900,7.1,800,25.0,Before,Rainfed,Rainfed,NO,NO,91.55,4.97,17302.34,47444.3,238701.76,28.7166767,77.890433
FARM0103,PUN04,Pune,Maharashtra,Treatment,YES,YES,32,1.51,3.73,Pulses,YES,NO,10.7,76400,5.8,758,25.2,After,Well,Well,YES,NO,89.92,5.41,7435.58,14961.98,104730.33,18.5213738,73.8545071
FARM0103,PUN04,Pune,Maharashtra,Treatment,YES,YES,32,1.51,3.73,Pulses,YES,NO,10.7,76400,5.8,758,25.2,Before,Well,Well,NO,NO,93.9,5.79,6969.54,16521.3,93127.49,18.5213738,73.8545071
FARM0104,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,50,1.4,3.46,Gram,YES,YES,7.3,56300,4.9,834,24.9,After,Canal,Canal,YES,YES,113.32,5.04,7112.76,14549.9,114992.1,28.7733808,77.5033582
FARM0104,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,50,1.4,3.46,Gram,YES,YES,7.3,56300,4.9,834,24.9,Before,Canal,Canal,NO,NO,115.75,5.53,6044.73,15600.56,77456.77,28.7733808,77.5033582
FARM0105,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,50,4.13,10.21,Rice,NO,YES,8.2,25100,5.0,786,24.3,After,Rainfed,Well,YES,NO,107.15,4.46,20647.1,45406.54,291645.73,28.7733808,77.5033582
FARM0105,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,50,4.13,10.21,Rice,NO,YES,8.2,25100,5.0,786,24.3,Before,Rainfed,Rainfed,NO,NO,102.17,4.48,15910.23,49586.34,212226.96,28.7733808,77.5033582
FARM0106,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,38,3.82,9.44,Rice,YES,YES,7.2,0,6.3,785,24.9,After,Canal,Canal,YES,YES,110.78,4.35,19297.36,36507.04,313585.01,28.7166767,77.890433
FARM0106,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,38,3.82,9.44,Rice,YES,YES,7.2,0,6.3,785,24.9,Before,Canal,Canal,NO,NO,106.19,4.72,16653.84,38663.64,245419.7,28.7166767,77.890433
FARM0107,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,30,2.81,6.94,Soybean,NO,YES,42.9,0,6.8,1229,26.9,After,Well,Well,YES,YES,99.84,3.94,14569.5,30204.14,238505.05,21.1498134,79.0820556
FARM0107,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,30,2.81,6.94,Soybean,NO,YES,42.9,0,6.8,1229,26.9,Before,Well,Well,NO,NO,102.43,4.04,12345.01,33059.55,164762.74,21.1498134,79.0820556
FARM0108,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,50,1.76,4.35,Maize,NO,YES,12.7,55400,4.6,777,24.5,After,Rainfed,Rainfed,YES,NO,114.05,4.6,7759.42,18484.38,108324.7,28.7166767,77.890433
